Species,NCBI Taxon ID
Chinstrap penguin adenovirus 5,1434091
Chinstrap penguin adenovirus 6,1434092
Chinstrap penguin adenovirus 7,1434093
Chinstrap penguin adenovirus 8,1434094
Picobirnavirus GI/PBV/turkey/USA/MN-1/2011,1497566
Avipoxvirus XL,1496299
Avipoxvirus DX,1496300
Avipoxvirus TD,1496301
Turkey picobirnavirus,1494923
shorebird astrovirus,1344564
shorebird coronavirus,1344565
Baku virus,1484571
Avipoxvirus OKr-2014,1465725
Eurasian oystercatcher coronavirus,1446361
Avian retrovirus,11955
Avian picobirnavirus GI,1382266
Aveparvovirus columbid1,3051982
Duck infectious anemia virus,1400257
Picobirnavirus turkey/USA-1507/2010,1353791
Picobirnavirus turkey/USA-1512/2010,1353792
Gemycircularvirus blabi1,2844422
Faeces associated gemycircularvirus 1,1593423
Avipoxvirus PGPV11K_FP1,1367520
Avipoxvirus PGPV11K_FP2,1367521
Avipoxvirus PGPV11K_Pi5,1367523
Avipoxvirus PGPV10K_LD1,1367517
Avipoxvirus PGPV11K_LD2,1367522
Avipoxvirus PGPVO_Pi1,1367525
Avipoxvirus PGPVO_Pi2,1367526
Avipoxvirus PGPVO_Pi4,1367527
Avipoxvirus PGPV10K_RP1,1367518
Avipoxvirus PGPV93K_RP2,1367524
Avipoxvirus PGPV10K_SP1,1367519
Avipoxvirus FGPV_KD09.ZAF,1367515
Avipoxvirus PEPV_San92,1367516
Cyclovirus nhanloai,3047966
Avipoxvirus Gav01/Lima/2011,1337067
Avastrovirus guineafowl/ITA/2010/Bari-ELVA,1176481
Brazilian penguinpox virus,1291378
Avipoxvirus isolate United Kingdom,1294115
Avipoxvirus isolate Hungary,1294100
Avipoxvirus isolate Nevada,1294108
Avipoxvirus isolate Hawaii,462818
Avipoxvirus isolate Chile,1294095
Avipoxvirus isolate Georgia,1294099
Avipoxvirus isolate South Korea,1294112
Avipoxvirus isolate Spain,1294113
Avipoxvirus isolate Antarctica,1294090
Avipoxvirus isolate Alaska,1294089
Avipoxvirus isolate Washington,1294117
Avipoxvirus isolate Midway Islands,1294104
Avipoxvirus isolate Argentina,1294091
Avipoxvirus isolate Wisconsin,1294119
Avipoxvirus isolate Texas,1294114
Avipoxvirus isolate New York,1294109
Avipoxvirus isolate Illinois,1294101
Avipoxvirus isolate California,1294094
Avipoxvirus isolate Florida,1294097
Avipoxvirus isolate Minnesota,1294105
Avipoxvirus isolate Utah,1294116
Avipoxvirus isolate Oregon,1294110
Avipoxvirus isolate Washington DC,1294118
Avipoxvirus isolate Massachusetts,1294103
Avipoxvirus isolate Colorado,1294096
Avipoxvirus isolate the Netherlands,1294120
Avipoxvirus isolate Maryland,1294102
Avipoxvirus isolate Pennsylvania,1294111
Avipoxvirus isolate Belgium,1294093
Avipoxvirus isolate Mississippi,1294106
Avipoxvirus isolate Montana,1294107
Avipoxvirus VIC-02,1281442
Avipoxvirus VIC-08,1281441
BeAn 157575 virus,1272938
Kannamangalam virus,1272944
Navarro virus,1272950
Sunrhavirus sandjimba,2956484
Guinea fowl circovirus,1267906
Avipoxvirus BL-2012,1237714
Cygnet River virus,1151044
Avipoxvirus TMPV,1259810
Parvovirus AC-2012,1216504
Avipoxvirus strain Elsharqyia_PGPV,1234869
Duck flavivirus Anhui/2010,1208385
Small anellovirus,393049
Avipoxvirus FMA-2012,1176578
Goose adenovirus 5,1170688
Astrovirus CDB-2012,1166568
Avian paramyxovirus penguin/Espirito Santo-Brazil/2008,1049185
Guinea fowl astrovirus,1105348
Avipoxvirus penguin/AP/ARG/2007,1133595
Picornavirus chicken/CHK1/USA/2010,990662
Picornavirus chicken/CHK165/USA/2010,990664
Picornavirus chicken/CHK168/USA/2010,990665
Picornavirus chicken/CHK175/USA/2010,990666
Picornavirus turkey/TRK24/USA/2010,990668
Picornavirus turkey/TRK90/USA/2010,990669
Picornavirus turkey/TRK91/USA/2010,990670
Picornavirus chicken/CHK148/USA/2010,990663
Picornavirus turkey/TRK22/USA/2010,990667
South polar skua adenovirus-2,886981
South polar skua adenovirus-3,886982
South polar skua adenovirus-4,886983
South polar skua adenovirus-5,886984
south polar skua adenovirus-6,886985
Flavivirus strain CJD05,1095754
Phasianid herpesvirus 1,1098913
Duck flavivirus strain YY5,1093105
Chicken parvovirus Ch_114_10,1090532
Yaounde-like virus Ave-Ghana/2007,1082545
Flavivirus CJD05/CHN/2010,1086585
Flavivirus duck/SD/CHN/2010,1085621
Chicken parvovirus 458/HRV/2010,1081802
Chicken parvovirus 92/HRV/2009,1081803
Chicken parvovirus 109/HRV/2009,1081804
Chicken parvovirus 404/HRV/2010,1081805
Chicken parvovirus 399/HRV/2010,1081806
Chicken parvovirus 478/HRV/2010,1081807
Duck hemorrhagic ovaritis virus,1070859
Turkey parvovirus Croatia/Munt/2010,1048870
Chicken parvovirus Cro/Glog/2010,1048871
Avipoxvirus India/07/2009,1004021
Avipoxvirus India/08/2009,1004022
Avipoxvirus E00/RD,1047191
Avipoxvirus E00/S5,1047192
Avipoxvirus E00/U5,1047193
Avipoxvirus E00/UN,1047194
Avipoxvirus E00/VS,1047195
Avipoxvirus ID8501092,1047199
Avipoxvirus ID8964,1047201
Avipoxvirus ID2757,1047198
Avipoxvirus ID8926,1047200
Avipoxvirus ID9801,1047203
Avipoxvirus ID9081,1047202
Avipoxvirus ID2701,1047197
Avipoxvirus Pat/07,1047205
Avipoxvirus 2A205643,1047190
Avipoxvirus N624124,1047204
Avipoxvirus EX8221,1047196
Pigeon picornavirus A,928290
Parvovirus partridge/PA147/ITA/2008,995017
Fregata magnificens herpesvirus,576892
Birnavirus sp.,41996
Avipoxvirus pigeon/CAPM V-101/CZE/1965,856735
Avipoxvirus canary/PT-44463/Portugal/2010,1006327
Avipoxvirus Spilornis cheela/Taiwan/2008,1004778
Calicivirus chicken/V0013/Bayern/2004,1001627
Calicivirus chicken/V0027/Bayern/2004,1001628
Avipoxvirus Pox7379,795166
Avipoxvirus Pox10291,795157
Avipoxvirus Pox10302,795158
Avipoxvirus Pox10588,795159
Avipoxvirus Pox10643,795160
Avipoxvirus Pox10716,795161
Avipoxvirus Pox11408,795162
Avipoxvirus Pox11458,795163
Avipoxvirus PoxHAAM26,795167
Avipoxvirus Pox12717,795164
Avipoxvirus Pox13916,795165
Avipoxvirus PoxPV013.3,795168
Chicken parvovirus Ch5596_7/2010/HUN,881308
Chicken parvovirus Ch5596_10/2010/HUN,881305
Chicken parvovirus Ch5596_13/2010/HUN,881306
Chicken parvovirus Ch5596_18/2010/HUN,881307
Turkey parvovirus Tu33/2010/HUN,881311
Turkey parvovirus Tu762/2009/HUN,881312
Chicken parvovirus Ch1515/2007/HUN,881302
Chicken parvovirus Ch189/2009/HUN,881303
Chicken parvovirus Ch538/2009/HUN,881304
Chicken parvovirus Ch841_3/2009/HUN,881309
Chicken parvovirus Ch852/2009/HUN,881310
Chicken parvovirus Ch1514/2007/HUN,881301
Avipoxvirus HNPV/NZL/2002,986718
Avipoxvirus TNPV6/NZL/2009,986719
Avipoxvirus PCcPV2/NZL/2007,986720
Avipoxvirus TNPV3/NZL/2007,986722
Avipoxvirus PCcPV1/NZL/2006,986723
Avipoxvirus TVPV2/NZL/2008,986724
Avipoxvirus HUPV1/NZL/1992,986725
Avipoxvirus PTPV/NZL/2005,986726
Avipoxvirus PAPV/NZL/2002,986727
Avipoxvirus TPPV/NZL/2002,986728
Avipoxvirus ZLPV1/NZL/2007,986729
Parvovirus USP400-9A/Brazil/2010,984282
Parvovirus USP400-8A/Brazil/2010,984281
Parvovirus USP400-4B/Brazil/2010,984280
Parvovirus USP400-2B/Brazil/2010,984279
Parvovirus USP371-4/Brazil/2009,984277
Parvovirus USP371-1/Brazil/2009,984276
Parvovirus USP369-E/Brazil/2009,984275
Parvovirus USP369-D/Brazil/2009,984274
Parvovirus USP391-2/Brazil/2009,984278
Goose adenovirus Y81G4,944993
Herpesvirus goose/GAV08/Poland/2008,936150
Avipoxvirus flamingo/KD09/ZAF,704179
Common buzzard alphaherpesvirus,690691
Fowl adenovirus HR4,911322
Fowl adenovirus HR3,911323
Fowl adenovirus HR2,911324
Fowl adenovirus HR1,911325
Orthoflavivirus louisense,3052468
Avipoxvirus white-tailed eagle/Hokkaido/JPN/2004,880350
Chicken parvovirus 347/HUN/2008,762506
Chicken parvovirus 348/HUN/2008,762507
Chicken parvovirus 528/HUN/2009,762508
Chicken parvovirus A1/HUN/2009,762509
Chicken parvovirus ABU/HUN/2009,762510
Chicken parvovirus B1/HUN/2009,762511
Fort Morgan virus,48544
Cyclovirus NG_chicken11,742974
Cyclovirus NG_chicken12,742975
Cyclovirus NG_chicken13,742976
Cyclovirus NG_chicken14,742977
Cyclovirus NG_chicken15,742978
Cyclovirus NG_chicken16,742979
Circovirus NG_chicken17,742980
Cyclovirus NG_chicken18,742981
Cyclovirus NG_chicken19,742982
Cyclovirus NG_chicken2,742983
Circovirus NG_chicken20,742984
Circovirus NG_chicken21,742985
Cyclovirus NG_chicken22,742986
Cyclovirus NG_chicken23,742987
Cyclovirus NG_chicken24,742988
Circovirus NG_chicken25,742989
Cyclovirus NG_chicken26,742990
Cyclovirus NG_chicken3,742991
Cyclovirus NG_chicken31,742992
Cyclovirus NG_chicken32,742993
Circovirus NG_chicken33,742994
Cyclovirus NG_chicken36,742995
Cyclovirus NG_chicken37,742996
Circovirus NG_chicken38,742997
Circovirus NG_chicken39,742998
Circovirus NG_chicken5,742999
Cyclovirus NG_chicken6,743000
Cyclovirus NG_chicken7,743001
Cyclovirus NG_chicken8,743002
Cyclovirus NG_chicken9,743003
Parvovirus USP336-7/Brazil/2009,746113
Parvovirus USP336-5/Brazil/2009,746112
Avipoxvirus MK1,692273
Avipoxvirus OL1,692274
Chicken parvovirus 5B8/2009,703584
Gaviid herpesvirus 1,690285
Ross River virus,11029
Rotavirus turkey/MN/D-049317/2007,664644
Rotavirus turkey/MN/D-059867/2008,664646
Rotavirus turkey/MN/D-007861/2007,664658
Avipoxvirus isolate Pat/07,656810
Avipoxvirus isolate Cca/07,656811
Avipoxvirus isolate Sat/07,656812
Avipoxvirus isolate Cch/07,656813
Avipoxvirus isolate ID8964,656814
Avipoxvirus isolate ID8501092,656815
Rotavirus turkey/MN/D-007553/2007,661056
Rotavirus turkey/MN/D-007554/2007,661057
Rotavirus turkey/MN/D-007555/2007,661058
Rotavirus turkey/MN/D-007862/2007,661059
Rotavirus turkey/MN/D-007863/2007,661060
Rotavirus turkey/MN/D-22852/2007,661085
Rotavirus turkey/MN/D-035365/2007,661065
Rotavirus turkey/MN/D-046159/2007,661066
Rotavirus turkey/MN/D-049007/2007,661069
Rotavirus turkey/MN/D-052725/2007,661070
Rotavirus turkey/MN/D-053540/2007,661071
Rotavirus turkey/MN/D-053578/2007,661072
Rotavirus turkey/MN/D-053706/2007,661073
Rotavirus turkey/MN/D-053853/2007,661074
Rotavirus turkey/MN/D-054413/2007,661075
Rotavirus turkey/MN/D-055423/2007,661076
Rotavirus turkey/MN/D-056058/2007,661079
Rotavirus turkey/MN/D-056826/2007,661080
Rotavirus turkey/MN/D-058211/2007,661081
Rotavirus turkey/MN/D-058212/2007,661082
Rotavirus turkey/MN/D-058648/2007,661083
Rotavirus turkey/MN/D-059191/2007,661084
Rotavirus turkey/MN/D-000818/2008,661052
Rotavirus turkey/MN/D-004782/2008,661053
Rotavirus turkey/MN/D-005329/2008,661054
Rotavirus turkey/MN/D-005331/2008,661055
Rotavirus turkey/MN/D-016170/2008,661061
Rotavirus turkey/MN/D-016171/2008,661062
Rotavirus turkey/MN/D-022564/2008,661063
Rotavirus turkey/MN/D-022565/2008,661064
Rotavirus turkey/MN/D-047428/2008,661067
Rotavirus turkey/MN/D-048814/2008,661068
Rotavirus turkey/MN/D-055431/2008,661077
Rotavirus turkey/MN/D-055471/2008,661078
Avipoxvirus great tit/ER-2008/CZE,569164
Avian nephritis virus 3,640327
Duck hepatitis virus AP,464094
Coronavirus Anas/p71/2005/GBR,643397
Coronavirus red knot/p60/2006/GBR,643398
Coronavirus oystercatcher/p17/2006/GBR,643399
Coronavirus Anas/p42/2005/GBR,643400
Avian rotavirus turkey/Minnesota/B1001/2008,639242
Avian rotavirus turkey/Minnesota/B1002/2008,639243
Avian rotavirus turkey/Minnesota/B1003/2008,639244
Avian rotavirus turkey/Minnesota/B1004/2008,639245
Avian rotavirus turkey/Minnesota/B1006/2008,639246
Avian rotavirus turkey/Minnesota/B1009/2008,639247
Avian rotavirus turkey/Minnesota/B1010/2008,639248
Avian rotavirus turkey/Minnesota/B1012/2008,639249
Avian rotavirus turkey/Minnesota/B1013/2008,639250
Avian rotavirus turkey/Minnesota/B1014/2008,639251
Avian rotavirus turkey/Minnesota/B1015/2008,639252
Avian rotavirus turkey/Minnesota/B1016/2008,639253
Avian rotavirus turkey/Minnesota/B1017/2008,639254
Avian rotavirus turkey/Minnesota/B1019/2008,639255
Avian rotavirus turkey/Minnesota/B1020/2008,639256
Avian rotavirus turkey/Minnesota/B1021/2008,639257
Avian rotavirus turkey/Minnesota/B1023/2008,639258
Avian rotavirus turkey/Minnesota/B2004/2008,639259
Avian rotavirus turkey/Minnesota/B2031/2008,639260
Avian rotavirus turkey/Minnesota/B2032/2008,639261
Avian rotavirus turkey/Minnesota/B2036/2008,639262
Avian rotavirus turkey/Minnesota/B2039/2008,639263
Avian rotavirus turkey/Minnesota/B3003/2008,639264
Avian rotavirus turkey/Minnesota/B3004/2008,639265
Avian rotavirus turkey/Minnesota/B3005/2008,639266
Avian rotavirus turkey/Minnesota/B3006/2008,639267
Avian rotavirus turkey/Minnesota/B3007/2008,639268
Avian rotavirus turkey/Minnesota/B3025/2008,639269
Avian rotavirus turkey/Minnesota/B3029/2008,639270
Avian rotavirus turkey/Minnesota/B4021/2008,639271
Avian rotavirus turkey/Minnesota/B5006/2008,639272
Avian rotavirus turkey/Minnesota/B5009/2008,639273
Avian rotavirus turkey/Minnesota/B5015/2008,639274
Avian rotavirus turkey/Minnesota/B5018/2008,639275
Avian rotavirus turkey/Minnesota/B5019/2008,639276
Avian rotavirus turkey/Minnesota/B5020/2008,639277
Avian rotavirus turkey/Minnesota/B5022/2008,639278
Avian rotavirus turkey/Minnesota/B5023/2008,639279
Avian rotavirus turkey/Minnesota/B5024/2008,639280
Avian rotavirus turkey/Minnesota/B5035/2008,639281
Fowl adenovirus 12,172858
Avipoxvirus wood pigeon/ER-2008/CZE,569163
Chicken astrovirus 2,544801
Ostrich orthoreovirus Ost1,524890
Avipoxvirus Berthelot's pipit/Porto Santo/V5PO/2006,565243
Avipoxvirus Berthelot's pipit/Tenerife/blue titpox/2006,565244
Avipoxvirus isolate 1739/2006,468376
Avipoxvirus isolate 2634/1998,468377
Avipoxvirus isolate PM9/2007,468380
Avipoxvirus isolate PM33/2007,468378
Avipoxvirus isolate PM34/2007,468379
Flamingopox virus,503979
Psittacine orthoreovirus AGPReo1983,489824
Corvus corone cornix 2002 orthoreovirus,381199
Avipoxvirus blackcap/CZE/2007,469620
Plum headed parakeet adenovirus 1,461346
Avipoxvirus PA153/05,408592
Avipoxvirus CVL,365620
Avipoxvirus isolate Vienna,405092
Quail coronavirus Italy/Elvia/2005,431320
Chicken enteric coronavirus,229103
Avipoxvirus Peekham,365621
Passerid herpesvirus 1,199702
Parrot coronavirus AV71/99,352849
Virginian WCV avipoxvirus,365612
Aplomado falcon AAV1,416277
Aplomado falcon AAV2,416278
Turkey astrovirus 3,298903
Vulture herpesvirus,285986
Avipoxvirus GB,365613
Avipoxvirus isolate DD1258,263954
Avipoxvirus isolate APIII,263959
Heron hepatitis B virus,28300
Hawaiian goose poxvirus,228177
Vultur gryphus poxvirus,227305
Lyssavirus australis,90961
Orthobornavirus bornaense,1714619
Reovirus sp.,10891
Avian endogenous virus,11945
MLV-related retrovirus,53454
Avian myeloblastosis-associated virus,11960
IC4 retrovirus,36381
JDV virus,12521
