Species,NCBI Taxon ID,Order,Family,Genus,cytoplasm
Aalivirus A,2169685,Picornavirales,Picornaviridae,Aalivirus,1
Aalivirus apekidu,2169685,Picornavirales,Picornaviridae,Aalivirus,0
Acanthis flammea CRESS-DNA-virus sp.,2815018,,,,2
Accipiter gentilis parvo-like hybrid virus,2794564,Piccovirales,Parvoviridae,,0
Accipiter gentilis parvoviridae sp.,2794463,Piccovirales,Parvoviridae,,0
Adeno-associated virus,272636,Piccovirales,Parvoviridae,Dependoparvovirus,0
Adenoviridae sp.,2558248,Rowavirales,Adenoviridae,,0
Adenovirus acanthiza15342,3115873,Rowavirales,Adenoviridae,,0
Adintovirus pavo15764,3115938,Orthopolintovirales,Adintoviridae,,0
Aegithalos caudatus CRESS-DNA-virus sp.,2815021,,,,2
Aegithalos caudatus parvoviridae sp.,2794464,Piccovirales,Parvoviridae,,0
Aichivirus A,72149,Picornavirales,Picornaviridae,Kobuvirus,1
Akhtuba virus,1539747,Bunyavirales,Peribunyaviridae,,1
Albatrosspox virus,2811222,Chitovirales,Poxviridae,,0
Alphachrysovirus shuangaoense,2560765,Ghabrivirales,Chrysoviridae,Alphachrysovirus,1
Alphainfluenzavirus influenzae,2955291,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,0
Amundsen virus,2707192,,,,2
Anas platyrhynchos papillomavirus 2,2855326,Zurhausenvirales,Papillomaviridae,,0
Anas platyrhynchos papillomavirus 3,3112618,Zurhausenvirales,Papillomaviridae,,0
Anatid alphaherpesvirus 1,104388,Herpesvirales,Orthoherpesviridae,Mardivirus,0
Anatid alphaherpesvirus 2,3080522,Herpesvirales,Orthoherpesviridae,,0
Anatid alphaherpesvirus 3,3233541,Herpesvirales,Orthoherpesviridae,,0
Anativirus B,2734519,Picornavirales,Picornaviridae,Anativirus,1
Anativirus biphaco,2734519,Picornavirales,Picornaviridae,Anativirus,1
Anativirus sp.,2809150,Picornavirales,Picornaviridae,Anativirus,1
Anellovirus gallus2670,3115989,,Anelloviridae,,0
Anellovirus meleagris2358,3115994,,Anelloviridae,,0
Anellovirus meleagris2399,3115995,,Anelloviridae,,0
Anser anser CRESS-DNA-virus sp.,2815022,,,,2
Anser anser dependoparvovirus,2794569,Piccovirales,Parvoviridae,Dependoparvovirus,0
Anser circovirus,3113012,Cirlivirales,Circoviridae,,0
Anser cygnoides coronavirus,1934040,Nidovirales,Coronaviridae,Deltacoronavirus,1
Anser fabalis coronavirus,3153734,Nidovirales,Coronaviridae,,1
Anser fabalis coronavirus NCN2,2860474,Nidovirales,Coronaviridae,Gammacoronavirus,1
Antarctic picorna-like virus,2184269,Picornavirales,,,1
Antarctic virus 1_II_CPGEORsw003Ad,2761171,,,,2
Antarctic virus 1_II_CPGEORsw003Ch,2761172,,,,2
Antarctic virus 1_I_CPGEORsw001Ad,2761173,,,,2
Antarctic virus 1_I_CPGEORsw002Ad,2761174,,,,2
Antarctic virus 2_I_GPYANKsw001Ad,2761175,,,,2
Antarctic virus 2_I_GPYANKsw001Ch,2761176,,,,2
Antarctic virus 2_I_GPYANKsw002Ad,2761177,,,,2
Antarctic virus 2_I_GPYANKsw003Ad,2761178,,,,2
Antarctic virus 2_I_GPYANKsw004Ad,2761179,,,,2
Antarctic virus 3_III_KPSTAsw010Ad,2761180,,,,2
Antarctic virus 3_III_KPSTAsw014Ch,2761181,,,,2
Antarctic virus 3_III_KPSTAsw016Ch,2761182,,,,2
Antarctic virus 3_III_KPSTAsw018Ch,2761183,,,,2
Antarctic virus 3_III_KPSTAsw019Ch,2761184,,,,2
Antarctic virus 3_II_CPHALFsw005Ad,2761185,,,,2
Antarctic virus 3_IV_KPSTAsw015Ch,2761186,,,,2
Antarctic virus 3_I_CPHALFsw004Ad,2761187,,,,2
Antarctic virus 3_V_CPHALFsw003Ad,2761188,,,,2
Antarctic virus 4_II_KPSTAsw004Ad,2761189,,,,2
Antarctic virus 4_II_KPSTAsw014Ch,2761190,,,,2
Antarctic virus 4_II_KPSTAsw015Ch,2761191,,,,2
Antarctic virus 4_II_KPSTAsw016Ch,2761192,,,,2
Antarctic virus 4_II_KPSTAsw017Ch,2761193,,,,2
Antarctic virus 4_II_KPSTAsw018Ch,2761194,,,,2
Antarctic virus 4_II_KPSTAsw019Ch,2761195,,,,2
Antarctic virus 4_I_KPSTAsw001Ad,2761196,,,,2
Antarctic virus 4_I_KPSTAsw002Ad,2761197,,,,2
Antarctic virus 4_I_KPSTAsw008Ad,2761198,,,,2
Antarctic virus 4_I_KPSTAsw009Ad,2761199,,,,2
Antarctic virus 4_I_KPSTAsw010Ad,2761200,,,,2
Antarctic virus 5_I_KPSTAsw001Ad,2761201,,,,2
Antarctic virus 5_I_KPSTAsw002Ad,2761202,,,,2
Antarctic virus 5_I_KPSTAsw004Ad,2761203,,,,2
Antarctic virus 5_I_KPSTAsw008Ad,2761204,,,,2
Antarctic virus 5_I_KPSTAsw009Ad,2761205,,,,2
Antarctic virus 5_I_KPSTAsw018Ch,2761206,,,,2
Antarctic virus 5_I_KPSTAsw020Ch,2761207,,,,2
Antarctic virus 6_I_APBOOTsw001Ad,2761208,,,,2
Antarctic virus 6_I_APBOOTsw001Ch,2761209,,,,2
Apapanepox virus,3049969,Chitovirales,Poxviridae,Avipoxvirus,1
Aplomado falcon AAV1,416277,Piccovirales,Parvoviridae,Dependoparvovirus,0
Aplomado falcon AAV2,416278,Piccovirales,Parvoviridae,Dependoparvovirus,0
Apteryx rowi circovirus-like virus,1634476,Cirlivirales,Circoviridae,,0
Aquila chrysaetos herpesvirus,2928392,Herpesvirales,,,0
Ara ararauna Chaphamaparvovirus,2794484,Piccovirales,Parvoviridae,Chaphamaparvovirus,0
Ara ararauna aveparvovirus,2794555,Piccovirales,Parvoviridae,Aveparvovirus,0
Ara ararauna parvoviridae sp.,2794466,Piccovirales,Parvoviridae,,0
Ara severa parvoviridae sp.,2794467,Piccovirales,Parvoviridae,,0
Ardenna gravis alphaherpesvirus,3129244,Herpesvirales,Orthoherpesviridae,,0
Artemyev virus,2707193,,,,2
Arundinax aedon parvoviridae sp.,2794465,Piccovirales,Parvoviridae,,0
Asio otus herpesvirus,2489501,Herpesvirales,,,0
Astroviridae sp.,2585114,Stellavirales,Astroviridae,,1
Astrovirus CDB-2012,1166568,Stellavirales,Astroviridae,,1
Astrovirus Er/BMTK529/HUN/2011,1671381,Stellavirales,Astroviridae,,1
Astrovirus Er/SZAL6/HUN/2011,1671382,Stellavirales,Astroviridae,,1
Astrovirus HK-2014,1566335,Stellavirales,Astroviridae,,1
Astrovirus Pygoscelis/DT/2012,1586002,Stellavirales,Astroviridae,,1
Astrovirus black-naped monarch/Cambodia/2010,1752874,Stellavirales,Astroviridae,,1
Atadenovirus sp.,2671518,Rowavirales,Adenoviridae,Atadenovirus,0
Australian shelduck avian sapelovirus,2592486,Picornavirales,Picornaviridae,Sapelovirus,1
Avastrovirus 1,1239437,Stellavirales,Astroviridae,Avastrovirus,1
Avastrovirus 2,1239438,Stellavirales,Astroviridae,Avastrovirus,1
Avastrovirus 3,1239439,Stellavirales,Astroviridae,Avastrovirus,1
Avastrovirus guineafowl/ITA/2010/Bari-ELVA,1176481,Stellavirales,Astroviridae,Avastrovirus,1
Avastrovirus sp.,2809168,Stellavirales,Astroviridae,Avastrovirus,1
Aveparvovirus columbid1,3051982,Piccovirales,Parvoviridae,Aveparvovirus,0
Aveparvovirus galliform1,3051983,Piccovirales,Parvoviridae,Aveparvovirus,0
Aveparvovirus gruiform1,3051984,Piccovirales,Parvoviridae,Aveparvovirus,0
Aveparvovirus sp.,2715213,Piccovirales,Parvoviridae,Aveparvovirus,0
Averyanov virus,2707194,,,,2
Aviadenovirus KLC-2015,1652541,Rowavirales,Adenoviridae,Aviadenovirus,0
Aviadenovirus hydropericardii,3250174,Rowavirales,Adenoviridae,Aviadenovirus,0
Aviadenovirus leucophthalmi,2955388,,,,2
Aviadenovirus sp.,2217649,Rowavirales,Adenoviridae,Aviadenovirus,0
Avian HDV-like agent,2364132,,Kolmioviridae,Deltavirus,0
Avian associated bastrovirus 1,2936949,Stellavirales,Astroviridae,,1
Avian associated bastrovirus 2,2936950,Stellavirales,Astroviridae,,1
Avian associated calicivirus 1,2936951,Picornavirales,Caliciviridae,,1
Avian associated calicivirus 2,2936952,Picornavirales,Caliciviridae,,1
Avian associated calicivirus 3,2936953,Picornavirales,Caliciviridae,,1
Avian associated calicivirus 4,2936954,Picornavirales,Caliciviridae,,1
Avian associated calicivirus 5,2996223,Picornavirales,Caliciviridae,,1
Avian associated hepe-like virus 1,2936955,Hepelivirales,Hepeviridae,,0
Avian associated hepe-like virus 10,2996224,Hepelivirales,Hepeviridae,,0
Avian associated hepe-like virus 2,2936956,Hepelivirales,Hepeviridae,,0
Avian associated hepe-like virus 3,2936957,Hepelivirales,Hepeviridae,,0
Avian associated hepe-like virus 4,2936958,Hepelivirales,Hepeviridae,,0
Avian associated hepe-like virus 5,2936959,Hepelivirales,Hepeviridae,,0
Avian associated hepe-like virus 6,2936960,Hepelivirales,Hepeviridae,,0
Avian associated hepe-like virus 7,2996225,Hepelivirales,Hepeviridae,,0
Avian associated hepe-like virus 8,2996226,Hepelivirales,Hepeviridae,,0
Avian associated hepe-like virus 9,2996227,Hepelivirales,Hepeviridae,,0
Avian associated orbivirus 1,2936961,Reovirales,Sedoreoviridae,Orbivirus,1
Avian associated picorna-like virus 1,2936962,Picornavirales,,,1
Avian associated picorna-like virus 10,2936963,Picornavirales,,,1
Avian associated picorna-like virus 11,2936964,Picornavirales,,,1
Avian associated picorna-like virus 13,2996207,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 14,2996208,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 15,2996209,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 16,2996210,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 17,2996211,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 18,2996212,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 19,2996213,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 2,2936965,Picornavirales,,,1
Avian associated picorna-like virus 20,2996214,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 21,2996215,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 22,2996216,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 23,2996217,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 24,2996218,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 25,2996219,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 26,2996220,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 27,2996221,Picornavirales,Picornaviridae,,1
Avian associated picorna-like virus 3,2936966,Picornavirales,,,1
Avian associated picorna-like virus 4,2936967,Picornavirales,,,1
Avian associated picorna-like virus 5,2936968,Picornavirales,,,1
Avian associated picorna-like virus 6,2936969,Picornavirales,,,1
Avian associated picorna-like virus 7,2936970,Picornavirales,,,1
Avian associated picorna-like virus 8,2936971,Picornavirales,,,1
Avian associated picorna-like virus 9,2936972,Picornavirales,,,1
Avian associated reo-like virus 1,2936973,Reovirales,,,1
Avian associated reo-like virus 2,2936974,Reovirales,,,1
Avian associated reo-like virus 3,2936975,Reovirales,,,1
Avian associated reo-like virus 4,2936976,Reovirales,,,1
Avian associated reo-like virus 5,2936977,Reovirales,,,1
Avian associated reo-like virus 6,2936978,Reovirales,,,1
Avian astrovirus,1914440,Stellavirales,Astroviridae,Avastrovirus,1
Avian astrovirus 2,2936979,Stellavirales,Astroviridae,,1
Avian avastrovirus 4,3242737,Stellavirales,Astroviridae,Avastrovirus,1
Avian bornavirus,675389,Mononegavirales,Bornaviridae,,0
Avian chapparvovirus,2604334,Piccovirales,Parvoviridae,Chapparvovirus,0
Avian coronavirus,694014,Nidovirales,Coronaviridae,Gammacoronavirus,1
Avian coronavirus 9203,2734509,Nidovirales,Coronaviridae,Gammacoronavirus,1
Avian coronavirus MW05,2724194,Nidovirales,Coronaviridae,Deltacoronavirus,1
Avian endogenous retrovirus EAV-HP,93465,Ortervirales,Retroviridae,,0
Avian endogenous virus,11945,Ortervirales,Retroviridae,Alpharetrovirus,0
Avian gyrovirus 13,2781374,,Anelloviridae,Gyrovirus,0
Avian leukosis virus,11864,Ortervirales,Retroviridae,Alpharetrovirus,0
Avian megrivirus,2986276,Picornavirales,Picornaviridae,Megrivirus,1
Avian metaavulavirus 21,2613793,Mononegavirales,Paramyxoviridae,Metaavulavirus,1
Avian myeloblastosis-associated virus,11960,Ortervirales,Retroviridae,Alpharetrovirus,0
Avian nephritis virus,1354735,Stellavirales,Astroviridae,Avastrovirus,1
Avian nephritis virus 3,640327,Stellavirales,Astroviridae,Avastrovirus,1
Avian orthoreovirus,38170,Reovirales,Spinareoviridae,Orthoreovirus,1
Avian paramyxovirus 17,2094282,Mononegavirales,Paramyxoviridae,,1
Avian paramyxovirus penguin/Espirito Santo-Brazil/2008,1049185,Mononegavirales,Paramyxoviridae,,1
Avian picobirnavirus,2919602,Durnavirales,Picobirnaviridae,Picobirnavirus,1
Avian picobirnavirus GI,1382266,Durnavirales,Picobirnaviridae,Picobirnavirus,1
Avian polyomavirus,1702318,Sepolyvirales,Polyomaviridae,,0
Avian retrovirus,11955,Ortervirales,Retroviridae,Alpharetrovirus,0
Avian rotavirus turkey/Minnesota/B1001/2008,639242,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1002/2008,639243,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1003/2008,639244,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1004/2008,639245,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1006/2008,639246,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1009/2008,639247,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1010/2008,639248,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1012/2008,639249,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1013/2008,639250,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1014/2008,639251,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1015/2008,639252,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1016/2008,639253,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1017/2008,639254,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1019/2008,639255,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1020/2008,639256,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1021/2008,639257,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B1023/2008,639258,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B2004/2008,639259,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B2031/2008,639260,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B2032/2008,639261,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B2036/2008,639262,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B2039/2008,639263,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B3003/2008,639264,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B3004/2008,639265,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B3005/2008,639266,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B3006/2008,639267,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B3007/2008,639268,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B3025/2008,639269,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B3029/2008,639270,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B4021/2008,639271,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B5006/2008,639272,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B5009/2008,639273,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B5015/2008,639274,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B5018/2008,639275,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B5019/2008,639276,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B5020/2008,639277,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B5022/2008,639278,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B5023/2008,639279,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B5024/2008,639280,Reovirales,Sedoreoviridae,Rotavirus,1
Avian rotavirus turkey/Minnesota/B5035/2008,639281,Reovirales,Sedoreoviridae,Rotavirus,1
Avibirnavirus gumboroense,3048151,,Birnaviridae,Avibirnavirus,1
Avihepatovirus A,691956,Picornavirales,Picornaviridae,Avihepatovirus,1
Avihepatovirus sp.,2212748,Picornavirales,Picornaviridae,Avihepatovirus,1
Avihepevirus egretti,2955389,Hepelivirales,Hepeviridae,Avihepevirus,0
Avihepevirus magniiecur,1678144,Hepelivirales,Hepeviridae,Avihepevirus,0
Avipoxvirus 1130,2744857,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus 2017,2019388,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus 2A205643,1047190,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus 31239,1333866,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus 3864,2019389,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus BL-2012,1237714,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Berthelot's pipit/Porto Santo/V5PO/2006,565243,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Berthelot's pipit/Tenerife/blue titpox/2006,565244,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Betim 1,1756707,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus CVL,365620,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus DX,1496300,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus E00/RD,1047191,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus E00/S5,1047192,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus E00/U5,1047193,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus E00/UN,1047194,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus E00/VS,1047195,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus EX8221,1047196,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus FGPV_KD09.ZAF,1367515,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus FMA-2012,1176578,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus GB,365613,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Gav01/Lima/2011,1337067,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus HNPV/NZL/2002,986718,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus HUPV1/NZL/1992,986725,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus ID2701,1047197,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus ID2757,1047198,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus ID8501092,1047199,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus ID8926,1047200,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus ID8964,1047201,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus ID9081,1047202,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus ID9801,1047203,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus India/07/2009,1004021,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus India/08/2009,1004022,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Japanese cormorant/Iwakuni/2017,2582417,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Japanese cormorant/Miyoshi/2017,2582418,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Japanese cormorant/Yamanashi/2017,2734904,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Japanese cormorant/Yamanashi/2019,2734905,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus MK1,692273,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus MZ-2014,1569592,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus N624124,1047204,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus OKr-2014,1465725,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus OL1,692274,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PA153/05,408592,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PAPV/NZL/2002,986727,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PCcPV1/NZL/2006,986723,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PCcPV2/NZL/2007,986720,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PEPV_San92,1367516,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PGPV10K_LD1,1367517,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PGPV10K_RP1,1367518,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PGPV10K_SP1,1367519,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PGPV11K_FP1,1367520,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PGPV11K_FP2,1367521,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PGPV11K_LD2,1367522,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PGPV11K_Pi5,1367523,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PGPV93K_RP2,1367524,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PGPVO_Pi1,1367525,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PGPVO_Pi2,1367526,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PGPVO_Pi4,1367527,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PTPV/NZL/2005,986726,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Pat/07,1047205,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Peekham,365621,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Pox10291,795157,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Pox10302,795158,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Pox10588,795159,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Pox10643,795160,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Pox10716,795161,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Pox11408,795162,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Pox11458,795163,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Pox12717,795164,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Pox13916,795165,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Pox7379,795166,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PoxHAAM26,795167,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus PoxPV013.3,795168,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus Spilornis cheela/Taiwan/2008,1004778,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus TD,1496301,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus TMPV,1259810,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus TNPV3/NZL/2007,986722,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus TNPV6/NZL/2009,986719,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus TPPV/NZL/2002,986728,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus TVPV2/NZL/2008,986724,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus VIC-02,1281442,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus VIC-08,1281441,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus XL,1496299,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus ZLPV1/NZL/2007,986729,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus blackcap/CZE/2007,469620,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus canary/PT-44463/Portugal/2010,1006327,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus chicken/PT-30327/Portugal/2013,1608258,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus clade C,2320697,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus flamingo/KD09/ZAF,704179,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus flamingo/PT-29021/Portugal/2010,1006326,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus great tit/ER-2008/CZE,569164,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate 1739/2006,468376,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate 2634/1998,468377,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate APIII,263959,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Alaska,1294089,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Antarctica,1294090,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Argentina,1294091,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Arizona,1294092,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Belgium,1294093,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate California,1294094,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Cca/07,656811,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Cch/07,656813,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Chile,1294095,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Colorado,1294096,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate DD1258,263954,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Florida,1294097,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Galapagos Islands,1294098,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Georgia,1294099,Chitovirales,Poxviridae,Avipoxvirus,1
Avipoxvirus isolate Hawaii,462818,Chitovirales,Poxviridae,Avipoxvirus,1
