,scientific name,alternative name,taxid,order,family,mass,trophic level,trophic niche,primary lifestyle,range size,habitat,habitat density,migration,evolutionary distinctiveness
722,Recurvirostra avosetta,,171275,Charadriiformes,Recurvirostridae,304.0,Carnivore,Aquatic predator,Terrestrial,17136961.53,Wetland,3,2,111.1245949873114
723,Corvus hawaiiensis,,134902,Passeriformes,Corvidae,518.82,Omnivore,Omnivore,Insessorial,,Forest,1,1,111.12459498683262
724,Accipiter fasciatus,,387794,Accipitriformes,Accipitridae,358.66,Carnivore,Vertivore,Generalist,8180196.71,Forest,1,1,111.12459498767495
725,Bycanistes fistulator sharpii,Bycanistes fistulator,1303088,Bucerotiformes,Bucerotidae,508.09,Herbivore,Frugivore,Insessorial,3746150.74,Forest,1,1,111.12459498699609
726,Cathartes aura,,43455,Accipitriformes,Cathartidae,1518.24,Scavenger,Scavenger,Terrestrial,28126442.74,Human Modified,3,2,111.12459498858112
727,Haematopus moquini,,2587770,Charadriiformes,Haematopodidae,692.0,Carnivore,Aquatic predator,Terrestrial,136999.78,Coastal,3,1,111.12459498689896
728,Phasianus versicolor,,9055,Galliformes,Phasianidae,918.84,Herbivore,Omnivore,Terrestrial,289610.19,Human Modified,2,1,111.124594986421
729,Phoenicopterus ruber,,9217,Phoenicopteriformes,Phoenicopteridae,3031.59,Carnivore,Aquatic predator,Terrestrial,241334.34,Coastal,3,1,111.12459498716318
730,Pluvialis squatarola,,171273,Charadriiformes,Charadriidae,250.0,Carnivore,Aquatic predator,Terrestrial,3963258.28,Grassland,3,3,111.12459498721124
731,Phoenicopterus roseus,,435638,Phoenicopteriformes,Phoenicopteridae,3031.59,Carnivore,Aquatic predator,Terrestrial,5093092.47,Wetland,3,2,111.1245949870483
732,Histrionicus histrionicus,,68165,Anseriformes,Anatidae,561.57,Carnivore,Aquatic predator,Aquatic,7912681.94,Marine,3,2,111.12459498673634
733,Philesturnus carunculatus,,192213,Passeriformes,Callaeidae,74.72,Carnivore,Invertivore,Generalist,99.32,Forest,1,1,111.12459498840678
734,Aegypius monachus,,8959,Accipitriformes,Accipitridae,9320.55,Scavenger,Scavenger,Terrestrial,7718571.19,Forest,2,1,111.1245949878046
735,Anastomus oscitans,,1706835,Ciconiiformes,Ciconiidae,1590.0,Carnivore,Aquatic predator,Terrestrial,2119789.43,Wetland,3,2,111.12459498750272
736,Phylloscopus collybita,,48150,Passeriformes,Phylloscopidae,8.3,Carnivore,Invertivore,Insessorial,16540252.02,Forest,1,3,111.12459498663092
737,Lyrurus tetrix,Tetrao tetrix,1233216,Galliformes,Phasianidae,1068.66,Herbivore,Herbivore terrestrial,Terrestrial,14007422.54,Forest,3,1,111.12459498699609
738,Caprimulgus europaeus,,111811,Caprimulgiformes,Caprimulgidae,67.0,Carnivore,Invertivore,Aerial,19002486.05,Shrubland,2,3,111.12459498754072
739,Anas capensis,,8837,Anseriformes,Anatidae,402.0,Omnivore,Aquatic predator,Aquatic,4317287.05,Wetland,3,2,111.12459498650637
740,Dendrocygna eytoni,,8875,Anseriformes,Anatidae,789.99,Herbivore,Herbivore terrestrial,Terrestrial,4778055.17,Grassland,3,2,111.12459498657816
741,Northiella haematogaster,,504065,Psittaciformes,Psittacidae,85.92,Herbivore,Omnivore,Insessorial,1732521.3,Woodland,2,2,111.12459498679468
742,Ardea cinerea,,30390,Pelecaniformes,Ardeidae,1443.0,Carnivore,Aquatic predator,Terrestrial,46421646.29,Wetland,3,1,111.124594987473
743,Erythrura prasina,,194944,Passeriformes,Estrildidae,14.7,Herbivore,Granivore,Insessorial,1585424.03,Forest,2,1,111.12459498676516
744,Haematopus palliatus,,279960,Charadriiformes,Haematopodidae,601.45,Carnivore,Aquatic predator,Terrestrial,1471742.97,Coastal,3,1,111.12459498692148
745,Thalasseus sandvicensis,Sterna sandvicensis,126723,Charadriiformes,Laridae,199.83,Carnivore,Aquatic predator,Aerial,2802142.59,Marine,3,3,111.12459498699609
746,Buteo platypterus,,218281,Accipitriformes,Accipitridae,453.65,Carnivore,Vertivore,Insessorial,4864047.78,Forest,2,3,111.12459498740394
747,Turdus naumanni,,34940,Passeriformes,Turdidae,73.18,Omnivore,Invertivore,Generalist,6362769.0,Forest,2,3,111.12459498767797
748,Meleagris gallopavo silvestris,Meleagris gallopavo,109974,Galliformes,Phasianidae,5791.37,Herbivore,Omnivore,Terrestrial,7259958.92,Forest,2,1,111.1245949865678
749,Chlamydotis undulata,,172680,Otidiformes,Otididae,1501.33,Herbivore,Omnivore,Terrestrial,7754543.92,Desert,3,1,111.1245949867807
750,Jynx torquilla,,189526,Piciformes,Picidae,34.96,Carnivore,Invertivore,Terrestrial,17649135.86,Woodland,1,3,111.12459498832874
751,Parus major,,9157,Passeriformes,Paridae,16.25,Omnivore,Invertivore,Insessorial,32577984.28,Woodland,2,1,111.12459498749732
752,Anas gracilis,,45630,Anseriformes,Anatidae,488.11,Omnivore,Aquatic predator,Aquatic,8457229.37,Wetland,3,1,111.12459498656528
753,Vestiaria coccinea,,3149790,Passeriformes,Fringillidae,18.22,Herbivore,Nectarivore,Insessorial,3813.22,Forest,1,1,111.12459498741242
754,Junco hyemalis hyemalis,Junco hyemalis,40217,Passeriformes,Passerellidae,19.5,Herbivore,Granivore,Generalist,10167654.77,Forest,2,3,111.12459498701044
755,Lanius cristatus,,337178,Passeriformes,Laniidae,32.18,Carnivore,Invertivore,Insessorial,14145065.02,Shrubland,3,3,111.12459498680693
756,Aythya collaris,,189535,Anseriformes,Anatidae,704.55,Omnivore,Herbivore aquatic,Aquatic,4899833.68,Wetland,3,3,111.12459498655043
757,Aratinga jandaya,,231027,Psittaciformes,Psittacidae,89.4,Herbivore,Frugivore,Insessorial,1514385.78,Forest,2,1,111.12459498698244
758,Anthus rufulus,,1463608,Passeriformes,Motacillidae,20.44,Carnivore,Invertivore,Terrestrial,7678484.07,Grassland,3,1,111.1245949872336
759,Megascops choliba,,507958,Strigiformes,Strigidae,132.0,Carnivore,Invertivore,Insessorial,13065137.78,Human Modified,2,1,111.1245949882085
760,Tringa erythropus,,272050,Charadriiformes,Scolopacidae,158.0,Carnivore,Aquatic predator,Terrestrial,3716042.92,Grassland,3,3,111.12459498627628
761,Microcarbo niger,Phalacrocorax niger,1517963,Suliformes,Phalacrocoracidae,427.0,Carnivore,Aquatic predator,Aquatic,3849008.88,Wetland,3,2,111.12459498699609
762,Lophura nycthemera,,9046,Galliformes,Phasianidae,1230.0,Herbivore,Omnivore,Terrestrial,1072525.93,Forest,1,1,111.12459498640652
763,Cacatua goffiniana,,12983,Psittaciformes,Cacatuidae,275.0,Herbivore,Granivore,Insessorial,4111.87,Forest,2,1,111.12459498724502
764,Coturnix japonica,,93934,Galliformes,Phasianidae,94.78,Herbivore,Omnivore,Terrestrial,3249717.59,Grassland,3,3,111.12459498664884
765,Haliaeetus albicilla,,8969,Accipitriformes,Accipitridae,4729.27,Carnivore,Aquatic predator,Aerial,17404346.92,Rock,3,2,111.12459498741556
766,Colaptes campestris,,555237,Piciformes,Picidae,158.0,Carnivore,Invertivore,Terrestrial,5881380.33,Grassland,3,1,111.12459498784428
767,Loxioides bailleui,,286692,Passeriformes,Fringillidae,37.84,Herbivore,Granivore,Insessorial,134.59,Woodland,2,1,111.12459498754014
768,Calidris temminckii,,328946,Charadriiformes,Scolopacidae,23.0,Carnivore,Aquatic predator,Terrestrial,3436316.19,Grassland,3,3,111.1245949864934
769,Chasiempis sandwichensis,,291285,Passeriformes,Monarchidae,13.69,Carnivore,Invertivore,Insessorial,6508.89,Forest,1,1,111.12459498669136
770,Pionus fuscus,,303320,Psittaciformes,Psittacidae,206.0,Herbivore,Frugivore,Insessorial,1865113.69,Forest,1,1,111.12459498684758
771,Branta sandvicensis,,56282,Anseriformes,Anatidae,2044.12,Herbivore,Herbivore terrestrial,Terrestrial,1904.15,Shrubland,3,1,111.1245949864956
772,Milvago chimango,,357707,Falconiformes,Falconidae,296.0,Omnivore,Omnivore,Terrestrial,3930614.85,Grassland,3,2,111.12459498616478
773,Aptenodytes patagonicus,,9234,Sphenisciformes,Spheniscidae,11731.07,Carnivore,Aquatic predator,Aquatic,24905.39,Marine,3,2,111.12459498727672
774,Cyanoramphus saisseti,,2778878,Psittaciformes,Psittacidae,90.22,Herbivore,Omnivore,Insessorial,16389.72,Forest,1,1,111.12459498679048
775,Junco hyemalis,,40217,Passeriformes,Passerellidae,19.5,Herbivore,Granivore,Generalist,10167654.77,Forest,2,3,111.12459498701044
776,Fratercula arctica,,28701,Charadriiformes,Alcidae,593.01,Carnivore,Aquatic predator,Aquatic,1955692.47,Marine,3,3,111.12459498650315
777,Phalacrocorax auritus,,56069,Suliformes,Phalacrocoracidae,1806.49,Carnivore,Aquatic predator,Aquatic,4311610.21,Marine,3,2,111.12459498748376
778,Molothrus ater,,84834,Passeriformes,Icteridae,40.26,Carnivore,Invertivore,Terrestrial,11727469.53,Forest,2,3,111.12459498686825
779,Struthio camelus,,8801,Struthioniformes,Struthionidae,111000.0,Herbivore,Omnivore,Terrestrial,9653999.76,Shrubland,3,1,111.12459498901
780,Ficedula mugimaki,,369969,Passeriformes,Muscicapidae,11.7,Carnivore,Invertivore,Insessorial,5734054.5,Forest,2,3,111.1245949876927
781,Charadrius melodus,,279942,Charadriiformes,Charadriidae,54.39,Carnivore,Aquatic predator,Terrestrial,501145.23,Coastal,3,3,111.12459498703696
782,Purpureicephalus spurius,,336387,Psittaciformes,Psittacidae,116.0,Herbivore,Omnivore,Insessorial,126268.75,Forest,2,1,111.12459498672553
783,Turdus philomelos,,127946,Passeriformes,Turdidae,67.74,Omnivore,Invertivore,Generalist,13727296.63,Forest,1,3,111.12459498772868
784,Chloephaga picta,,8861,Anseriformes,Anatidae,2880.37,Herbivore,Herbivore terrestrial,Terrestrial,749760.19,Grassland,3,2,111.12459498650132
785,Luscinia svecica,,52792,Passeriformes,Turdidae,17.23,Carnivore,Invertivore,Generalist,19896158.85,Grassland,2,3,111.12459498746584
786,Riparia paludicola,,317125,Passeriformes,Hirundinidae,13.5,Carnivore,Invertivore,Aerial,10997907.22,Wetland,3,2,111.12459498718682
787,Lonchura punctulata,,414892,Passeriformes,Estrildidae,13.6,Herbivore,Granivore,Generalist,7189322.58,Grassland,2,1,111.12459498682068
788,Ardeola bacchus,,188375,Pelecaniformes,Ardeidae,304.89,Carnivore,Aquatic predator,Terrestrial,5458763.13,Wetland,3,2,111.12459498742788
789,Grus paradisea,,1171711,Gruiformes,Gruidae,4540.62,Omnivore,Omnivore,Terrestrial,616090.89,Grassland,3,1,111.1245949867901
790,Grus grus,,40816,Gruiformes,Gruidae,5499.99,Herbivore,Omnivore,Terrestrial,15456101.32,Wetland,3,3,111.1245949868233
791,Actitis hypoleucos,,320702,Charadriiformes,Scolopacidae,48.0,Carnivore,Aquatic predator,Terrestrial,25847437.41,Wetland,3,3,111.12459498653348
792,Platalea minor,,259913,Pelecaniformes,Threskiornithidae,1228.0,Carnivore,Aquatic predator,Terrestrial,15430.12,Coastal,3,2,111.12459498755432
793,Probosciger aterrimus,,141839,Psittaciformes,Cacatuidae,841.0,Herbivore,Omnivore,Insessorial,716105.09,Forest,2,1,111.12459498712292
794,Phalacrocorax capillatus,,146617,Suliformes,Phalacrocoracidae,2801.78,Carnivore,Aquatic predator,Aquatic,71833.77,Marine,3,1,111.12459498774572
795,Emberiza pusilla,,74588,Passeriformes,Fringillidae,14.57,Herbivore,Granivore,Generalist,10268381.21,Forest,2,3,111.12459498702636
796,Rupornis magnirostris,Buteo magnirostris,2709556,Accipitriformes,Accipitridae,269.0,Carnivore,Vertivore,Insessorial,15043360.16,Forest,1,1,111.12459498699609
797,Leucosticte brandti,,571888,Passeriformes,Fringillidae,30.4,Herbivore,Granivore,Terrestrial,3550336.59,Rock,3,2,111.12459498729685
798,Amandava amandava,,247729,Passeriformes,Estrildidae,8.97,Herbivore,Granivore,Generalist,3578715.84,Shrubland,2,1,111.12459498674004
799,Branta bernicla,,184712,Anseriformes,Anatidae,1277.91,Herbivore,Herbivore terrestrial,Terrestrial,3125724.3,Grassland,3,3,111.1245949865765
800,Grus monacha,,40818,Gruiformes,Gruidae,3729.9,Herbivore,Omnivore,Terrestrial,1609599.6,Wetland,3,3,111.1245949868653
801,Larus belcheri,,328041,Charadriiformes,Laridae,638.61,Carnivore,Aquatic predator,Generalist,327397.09,Marine,3,2,111.12459498647311
802,Anser fabalis,,132587,Anseriformes,Anatidae,2754.73,Herbivore,Herbivore terrestrial,Terrestrial,13919541.37,Wetland,3,3,111.12459498665308
803,Poicephalus senegalus,,176045,Psittaciformes,Psittacidae,147.0,Herbivore,Omnivore,Insessorial,2713959.34,Woodland,3,1,111.124594986739
804,Merops ornatus,,361449,Coraciiformes,Meropidae,29.5,Carnivore,Invertivore,Insessorial,6451756.43,Woodland,3,3,111.12459498708354
805,Sylvia atricapilla,,48155,Passeriformes,Sylviidae,16.7,Omnivore,Omnivore,Insessorial,8628077.66,Woodland,1,3,111.12459498696268
806,Poephila acuticauda,,259256,Passeriformes,Estrildidae,14.0,Herbivore,Granivore,Generalist,844828.16,Grassland,3,2,111.12459498685428
807,Acanthis flammea,Carduelis flammea,54769,Passeriformes,Fringillidae,13.0,Herbivore,Granivore,Generalist,18699058.4,Forest,1,2,111.12459498699609
808,Agropsar sturninus,Sturnus sturninus,2675479,Passeriformes,Sturnidae,49.4,Omnivore,Invertivore,Generalist,3280985.0,Forest,2,3,111.12459498699609
809,Ichthyaetus melanocephalus,Larus melanocephalus,1288290,Charadriiformes,Laridae,256.0,Carnivore,Omnivore,Generalist,250526.34,Coastal,3,2,111.12459498699609
810,Tringa glareola,,171269,Charadriiformes,Scolopacidae,62.05,Carnivore,Aquatic predator,Terrestrial,16979550.25,Wetland,3,3,111.12459498657958
811,Pelecanus conspicillatus,,317791,Pelecaniformes,Pelecanidae,5505.0,Carnivore,Aquatic predator,Aquatic,5368503.51,Wetland,3,1,111.12459498757958
812,Chroicocephalus brunnicephalus,Larus brunnicephalus,2772041,Charadriiformes,Laridae,569.29,Carnivore,Aquatic predator,Generalist,661092.89,Wetland,3,1,111.12459498699609
813,Falco rusticolus,,120794,Falconiformes,Falconidae,1431.72,Carnivore,Vertivore,Aerial,8809463.94,Grassland,3,3,111.12459498637736
814,Poicephalus meyeri,,281916,Psittaciformes,Psittacidae,117.47,Herbivore,Omnivore,Insessorial,5835819.27,Grassland,2,1,111.12459498674473
815,Bucephala albeola,,279934,Anseriformes,Anatidae,397.46,Carnivore,Aquatic predator,Aquatic,4859143.91,Wetland,3,3,111.12459498667369
816,Leucophaeus scoresbii,,328019,Charadriiformes,Laridae,523.5,Omnivore,Omnivore,Terrestrial,472286.97,Marine,3,2,111.12459498653924
817,Circus aeruginosus,,8964,Accipitriformes,Accipitridae,704.07,Carnivore,Vertivore,Aerial,13390803.81,Wetland,3,2,111.12459498725376
818,Anas georgica,,75847,Anseriformes,Anatidae,623.82,Herbivore,Herbivore aquatic,Aquatic,4166039.59,Wetland,3,2,111.1245949865426
819,Gallus gallus gallus,Gallus gallus,208526,Galliformes,Phasianidae,751.72,Herbivore,Omnivore,Terrestrial,5096258.34,Forest,1,1,111.1245949867023
820,Trichoglossus haematodus,,176049,Psittaciformes,Psittaculidae,113.25,Herbivore,Omnivore,Insessorial,3345071.47,Forest,1,1,111.12459498667842
821,Otis tarda,,73107,Otidiformes,Otididae,6759.92,Omnivore,Omnivore,Terrestrial,4521984.02,Grassland,3,2,111.1245949867807
822,Calyptorhynchus lathami,,986098,Psittaciformes,Cacatuidae,437.0,Herbivore,Granivore,Insessorial,769482.67,Forest,2,1,111.12459498694444
823,Chrysococcyx basalis,,196523,Cuculiformes,Cuculidae,23.12,Carnivore,Invertivore,Generalist,7686831.12,Woodland,2,1,111.1245949866561
824,Trichoglossus chlorolepidotus,,585473,Psittaciformes,Psittaculidae,87.1,Herbivore,Nectarivore,Insessorial,1066541.06,Woodland,2,1,111.12459498666776
825,Turdus hortulorum,,411519,Passeriformes,Turdidae,66.7,Carnivore,Invertivore,Terrestrial,1755458.64,Forest,1,3,111.1245949876489
826,Mareca sibilatrix,Anas sibilatrix,75858,Anseriformes,Anatidae,923.16,Herbivore,Omnivore,Terrestrial,2186262.24,Wetland,3,2,111.12459498699609
827,Rissa tridactyla,,75485,Charadriiformes,Laridae,415.99,Carnivore,Aquatic predator,Aerial,2307068.48,Marine,3,2,111.1245949865434
828,Butastur indicus,,335207,Accipitriformes,Accipitridae,414.6,Carnivore,Vertivore,Insessorial,1828306.34,Woodland,2,3,111.12459498742938
829,Sterna dougallii,,289485,Charadriiformes,Laridae,112.0,Carnivore,Aquatic predator,Aerial,7673719.22,Marine,3,3,111.12459498634472
830,Thraupis episcopus,,58209,Passeriformes,Thraupidae,35.0,Omnivore,Omnivore,Insessorial,7925679.12,Forest,2,1,111.12459498780882
831,Leiothrix lutea,,36275,Passeriformes,Leiothrichidae,21.39,Carnivore,Invertivore,Insessorial,2885282.76,Shrubland,1,1,111.12459498660618
832,Theristicus caudatus,,399597,Pelecaniformes,Threskiornithidae,1726.0,Carnivore,Omnivore,Terrestrial,5146136.12,Grassland,3,2,111.1245949876233
833,Haliaeetus pelagicus,,52647,Accipitriformes,Accipitridae,7756.99,Carnivore,Aquatic predator,Generalist,1293649.63,Wetland,3,3,111.12459498756976
834,Psittacula krameri,,9228,Psittaciformes,Psittacidae,116.11,Herbivore,Omnivore,Insessorial,7699517.78,Forest,2,1,111.12459498664175
835,Myophonus insularis,,2856557,Passeriformes,Muscicapidae,117.0,Carnivore,Aquatic predator,Terrestrial,22221.54,Forest,1,1,111.12459498752916
836,Anas erythrorhyncha,,75843,Anseriformes,Anatidae,558.82,Herbivore,Herbivore aquatic,Aquatic,10763443.79,Wetland,3,2,111.12459498653462
837,Neochmia temporalis,,247735,Passeriformes,Estrildidae,11.4,Herbivore,Granivore,Terrestrial,1074490.65,Woodland,2,1,111.1245949868293
838,Calidris minutilla,,279935,Charadriiformes,Scolopacidae,22.88,Carnivore,Aquatic predator,Terrestrial,4973788.94,Wetland,3,3,111.1245949862182
839,Sterna hirundinacea,,227186,Charadriiformes,Laridae,188.0,Carnivore,Aquatic predator,Aerial,1375360.34,Marine,3,3,111.12459498637904
840,Plegadis falcinellus,,52788,Pelecaniformes,Threskiornithidae,626.61,Carnivore,Aquatic predator,Terrestrial,23712479.58,Wetland,3,2,111.1245949871453
841,Eudyptes chrysocome,,79626,Sphenisciformes,Spheniscidae,2327.85,Carnivore,Aquatic predator,Aquatic,35718.74,Marine,3,2,111.12459498697412
842,Psittacula cyanocephala,,232645,Psittaciformes,Psittacidae,65.99,Herbivore,Frugivore,Insessorial,2783564.24,Forest,1,1,111.12459498658735
843,Pygoscelis antarcticus,,79643,Sphenisciformes,Spheniscidae,4146.08,Carnivore,Aquatic predator,Aquatic,12591.58,Marine,3,2,111.1245949873357
844,Vireo olivaceus,,28733,Passeriformes,Vireonidae,16.06,Omnivore,Invertivore,Insessorial,22981311.76,Forest,1,3,111.1245949871012
845,Gyps fulvus,,36247,Accipitriformes,Accipitridae,7435.99,Scavenger,Scavenger,Terrestrial,3487541.03,Grassland,3,1,111.12459498798248
846,Agapornis fischeri,,60463,Psittaciformes,Psittacidae,48.3,Herbivore,Granivore,Insessorial,133888.77,Woodland,3,1,111.12459498672511
847,Pterocles exustus,,1278208,Pterocliformes,Pteroclidae,202.81,Herbivore,Granivore,Terrestrial,9267366.88,Grassland,3,2,111.12459498693735
848,Rhipidura fuliginosa,,381039,Passeriformes,Rhipiduridae,7.53,Carnivore,Invertivore,Insessorial,1570790.14,Woodland,2,1,111.12459498675209
849,Gymnopithys rufigula,,468484,Passeriformes,Thamnophilidae,29.1,Carnivore,Invertivore,Insessorial,1727736.89,Forest,1,1,111.12459498758926
850,Phaps chalcoptera,,115695,Columbiformes,Columbidae,330.74,Herbivore,Granivore,Terrestrial,5889502.17,Forest,3,1,111.12459498676142
851,Cinclus cinclus,,127875,Passeriformes,Cinclidae,61.47,Carnivore,Aquatic predator,Generalist,8499590.13,Riverine,3,1,111.12459498731256
852,Polytelis swainsonii,,1288897,Psittaciformes,Psittacidae,153.0,Herbivore,Omnivore,Insessorial,81178.47,Forest,2,2,111.12459498674856
853,Accipiter trivirgatus,,210844,Accipitriformes,Accipitridae,265.04,Carnivore,Vertivore,Insessorial,3366430.69,Forest,1,1,111.12459498751106
854,Falco subbuteo,,344233,Falconiformes,Falconidae,208.17,Carnivore,Invertivore,Aerial,28255832.68,Woodland,3,3,111.12459498633228
855,Brotogeris tirica,,671078,Psittaciformes,Psittacidae,63.0,Herbivore,Omnivore,Insessorial,288572.86,Forest,2,1,111.1245949862988
856,Oriolus flavocinctus,,449354,Passeriformes,Corvidae,109.0,Herbivore,Frugivore,Insessorial,535100.57,Forest,1,1,111.12459498699576
857,Tragopan caboti,,30407,Galliformes,Phasianidae,1122.49,Herbivore,Omnivore,Generalist,396418.35,Woodland,1,1,111.1245949868662
858,Lorius lory,,274062,Psittaciformes,Psittaculidae,176.89,Herbivore,Nectarivore,Insessorial,663810.01,Forest,1,1,111.12459498673512
859,Mergus merganser,,8880,Anseriformes,Anatidae,1451.02,Carnivore,Aquatic predator,Aquatic,24915961.61,Riverine,3,3,111.1245949865952
860,Tetrastes bonasia,Bonasa bonasia,1155787,Galliformes,Phasianidae,429.0,Herbivore,Herbivore terrestrial,Generalist,15669355.23,Woodland,1,1,111.12459498699609
861,Psittacus erithacus erithacus,Psittacus erithacus,382670,Psittaciformes,Psittacidae,333.0,Herbivore,Omnivore,Insessorial,2989007.27,Forest,1,1,111.1245949864664
862,Corvus ossifragus,,349685,Passeriformes,Corvidae,284.6,Omnivore,Omnivore,Terrestrial,970986.53,Coastal,3,1,111.12459498700316
863,Anas poecilorhyncha,,75854,Anseriformes,Anatidae,999.96,Herbivore,Herbivore aquatic,Aquatic,12862282.04,Wetland,3,2,111.12459498653068
864,Larus glaucescens,,119606,Charadriiformes,Laridae,1056.54,Carnivore,Aquatic predator,Generalist,899194.26,Coastal,3,3,111.12459498649048
865,Agelaius phoeniceus,,39638,Passeriformes,Icteridae,50.78,Herbivore,Granivore,Generalist,13703226.95,Wetland,3,3,111.12459498694064
866,Hydroprogne caspia,Sterna caspia,425641,Charadriiformes,Laridae,655.0,Carnivore,Aquatic predator,Aerial,6293644.91,Wetland,3,3,111.12459498699609
867,Psittacula alexandri,,232635,Psittaciformes,Psittacidae,147.0,Herbivore,Omnivore,Insessorial,2572495.73,Forest,2,1,111.12459498658096
868,Eos bornea,,274060,Psittaciformes,Psittaculidae,156.0,Herbivore,Nectarivore,Insessorial,28750.89,Forest,1,1,111.12459498670606
869,Microeca fascinans,,461219,Passeriformes,Petroicidae,14.47,Carnivore,Invertivore,Insessorial,5302401.74,Forest,2,3,111.124594987473
870,Macropygia phasianella,,115675,Columbiformes,Columbidae,237.0,Herbivore,Omnivore,Insessorial,582030.42,,1,2,111.12459498653992
871,Carduelis carduelis caniceps,Carduelis carduelis,54775,Passeriformes,Fringillidae,16.0,Herbivore,Granivore,Insessorial,15348675.33,Woodland,2,1,111.12459498745336
872,Amazona amazonica,,151758,Psittaciformes,Psittacidae,370.0,Herbivore,Frugivore,Insessorial,7377327.39,Forest,2,1,111.1245949868764
873,Amazona ochrocephala,,151761,Psittaciformes,Psittacidae,476.94,Herbivore,Omnivore,Insessorial,6626117.83,Forest,2,1,111.12459498674642
874,Calidris alba,,279936,Charadriiformes,Scolopacidae,51.71,Carnivore,Aquatic predator,Terrestrial,1344741.13,Coastal,3,3,111.12459498636964
875,Ardenna gravis,Puffinus gravis,37051,Procellariiformes,Procellariidae,848.99,Carnivore,Aquatic predator,Aerial,63607065.14,Marine,3,3,111.12459498699609
876,Buteo lagopus lagopus,Buteo lagopus,116580,Accipitriformes,Accipitridae,949.76,Carnivore,Vertivore,Insessorial,9709846.76,Grassland,3,3,111.12459498699609
877,Ara rubrogenys,,467030,Psittaciformes,Psittacidae,468.0,Herbivore,Granivore,Insessorial,7426.04,Shrubland,2,1,111.1245949869773
878,Syrmaticus reevesii,,9066,Galliformes,Phasianidae,1204.58,Herbivore,Granivore,Terrestrial,531855.88,Woodland,2,1,111.1245949866274
879,Chenonetta jubata,,45644,Anseriformes,Anatidae,807.46,Herbivore,Herbivore terrestrial,Terrestrial,5996685.1,Wetland,3,1,111.12459498681584
880,Diopsittaca nobilis cumanensis,Diopsittaca nobilis,1549135,Psittaciformes,Psittacidae,150.91,Herbivore,Omnivore,Insessorial,5289098.3,Forest,2,1,111.12459498699242
881,Pica hudsonia,,158052,Passeriformes,Corvidae,177.12,Omnivore,Omnivore,Terrestrial,6726173.66,Grassland,3,1,111.12459498669224
882,Periparus ater,Parus ater,156567,Passeriformes,Paridae,9.2,Omnivore,Invertivore,Insessorial,18987457.58,Forest,1,1,111.12459498699609
883,Ardea herodias,,56072,Pelecaniformes,Ardeidae,2523.41,Carnivore,Aquatic predator,Terrestrial,12219055.66,Wetland,3,2,111.12459498749706
884,Vanellus vanellus,,100859,Charadriiformes,Charadriidae,218.37,Carnivore,Omnivore,Terrestrial,18594755.95,Wetland,3,2,111.1245949873554
885,Platycercus venustus,,471715,Psittaciformes,Psittacidae,89.44,Herbivore,Granivore,Insessorial,785415.83,Woodland,2,1,111.1245949866025
886,Mimus parvulus,,245849,Passeriformes,Mimidae,53.64,Omnivore,Omnivore,Insessorial,6967.11,Shrubland,2,1,111.12459498733504
887,Tadorna ferruginea,,45639,Anseriformes,Anatidae,1235.03,Omnivore,Omnivore,Terrestrial,18403211.28,Wetland,3,2,111.12459498657503
888,Prunella modularis,,181117,Passeriformes,Prunellidae,20.24,Omnivore,Invertivore,Terrestrial,6779516.3,Forest,2,1,111.1245949870958
889,Meleagris gallopavo,,9103,Galliformes,Phasianidae,5791.37,Herbivore,Omnivore,Terrestrial,7259958.92,Forest,2,1,111.1245949865678
890,Turdus rufiventris,,311356,Passeriformes,Turdidae,69.44,Omnivore,Invertivore,Generalist,5028683.78,Forest,1,2,111.1245949876922
891,Emberiza spodocephala,,125294,Passeriformes,Fringillidae,18.45,Carnivore,Invertivore,Terrestrial,5014357.44,Shrubland,2,3,111.12459498696028
892,Phoeniconaias minor,,704175,Phoenicopteriformes,Phoenicopteridae,1500.0,Herbivore,Herbivore aquatic,Terrestrial,248234.51,Wetland,3,1,111.12459498689526
893,Tangara mexicana,,194947,Passeriformes,Thraupidae,20.5,Omnivore,Omnivore,Insessorial,7186078.25,Forest,2,1,111.12459498774643
894,Clanga pomarina,Aquila pomarina,2675520,Accipitriformes,Accipitridae,1359.41,Carnivore,Vertivore,Generalist,2013351.79,Forest,1,3,111.12459498699609
895,Strix varia,,57075,Strigiformes,Strigidae,711.49,Carnivore,Vertivore,Insessorial,6628563.52,Forest,2,1,111.1245949880874
896,Rallus aquaticus,,54496,Gruiformes,Rallidae,110.67,Carnivore,Aquatic predator,Terrestrial,15247128.44,Wetland,1,2,111.1245949862632
897,Grallina cyanoleuca,,254541,Passeriformes,Monarchidae,82.57,Carnivore,Aquatic predator,Terrestrial,6745925.59,Grassland,2,1,111.12459498668804
898,Pseudopodoces humilis,,181119,Passeriformes,Paridae,45.4,Carnivore,Invertivore,Terrestrial,2316477.82,Rock,3,2,111.12459498718692
899,Ichthyaetus ichthyaetus,Larus ichthyaetus,126702,Charadriiformes,Laridae,1378.84,Omnivore,Omnivore,Generalist,739530.35,Coastal,3,3,111.12459498699609
900,Gubernatrix cristata,,555261,Passeriformes,Thraupidae,47.6,Herbivore,Granivore,Terrestrial,765363.1,Woodland,2,1,111.12459498782002
901,Emberiza tristrami,,267980,Passeriformes,Fringillidae,18.0,Omnivore,Granivore,Terrestrial,423016.56,Forest,1,3,111.12459498701968
